STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
2014,1,D,발달상권,1001080,서울 송파구 석촌역_1,상권축소,99,39,91,44
2014,1,A,골목상권,1000907,도산대로30길,다이나믹,82,43,91,44
2014,1,A,골목상권,1000836,행운1길,상권축소,101,43,91,44
2014,1,D,발달상권,1001018,포이사거리_2,다이나믹,82,34,91,44
2014,1,A,골목상권,1000964,오금로36길,다이나믹,84,36,91,44
2014,1,A,골목상권,1000280,삼선교로16가길,상권확장,86,45,91,44
2014,1,A,골목상권,1000733,국사봉1길,정체,95,45,91,44
2014,1,A,골목상권,1000139,능동로34길,상권확장,78,49,91,44
2014,1,A,골목상권,1000031,다산로36길,다이나믹,81,43,91,44
2014,1,A,골목상권,1000469,동교로27길,다이나믹,72,39,91,44
2014,1,A,골목상권,1000270,동소문로26가길,다이나믹,86,41,91,44
2014,1,A,골목상권,1000451,충정로4길,상권확장,80,51,91,44
2014,1,A,골목상권,1000796,남부순환로151길,다이나믹,89,44,91,44
2014,1,A,골목상권,1000433,통일로87길,정체,98,44,91,44
2014,1,A,골목상권,1000674,시흥대로150길,다이나믹,80,42,91,44
2014,1,A,골목상권,1000594,양천로26길,다이나믹,82,39,91,44
2014,1,A,골목상권,1000996,올림픽로78길,상권축소,111,41,91,44
2014,1,A,골목상권,1000979,상암로4길,다이나믹,75,41,91,44
2014,1,A,골목상권,1000169,경희대로4길,다이나믹,79,42,91,44
2014,1,R,전통시장,1001478,방이시장,다이나믹,87,44,91,44
2014,1,D,발달상권,1001126,서울 양천구 신정네거리역_2,상권축소,119,42,91,44
2014,1,R,전통시장,1001349,방천골목시장,다이나믹,85,38,91,44
2014,1,A,골목상권,1000015,이화장길,상권축소,102,44,91,44
2014,1,D,발달상권,1001137,서울 강동구 둔촌동역,상권축소,94,44,91,44
2014,1,A,골목상권,1000699,도림로112길,상권확장,77,46,91,44
2014,1,A,골목상권,1000712,선유서로25길,상권축소,97,41,91,44
2014,1,A,골목상권,1000812,봉천로33길,다이나믹,87,44,91,44
2014,1,A,골목상권,1000881,효령로31길,다이나믹,70,43,91,44
2014,1,A,골목상권,1000243,면목로45길,상권확장,81,44,91,44
2014,1,R,전통시장,1001271,동묘시장,상권축소,102,38,91,44
2014,1,A,골목상권,1000558,강서로35길,다이나믹,88,41,91,44
2014,1,R,전통시장,1001488,성내골목시장,다이나믹,76,44,91,44
2014,1,A,골목상권,1000542,중앙로25길,상권축소,105,43,91,44
2014,1,A,골목상권,1000752,사당로26길,다이나믹,76,35,91,44
2014,1,A,골목상권,1000190,약령시로17길,정체,129,46,91,44
2014,1,A,골목상권,1000395,서오릉로21길,상권축소,93,39,91,44
2014,1,A,골목상권,1000930,언주로81길,다이나믹,73,38,91,44
2014,1,A,골목상권,1000460,대흥로28길,정체,97,46,91,44
2014,1,A,골목상권,1000252,봉화산로56길,다이나믹,81,39,91,44
2014,1,A,골목상권,1000971,구천면로36길,상권확장,78,45,91,44
2014,1,A,골목상권,1000492,양화로1길,다이나믹,76,40,91,44
2014,1,A,골목상권,1000824,양녕로6길,상권축소,104,40,91,44
2014,1,A,골목상권,1000671,시흥대로120길,다이나믹,79,40,91,44
2014,1,A,골목상권,1000208,천장산로7길,상권확장,87,53,91,44
2014,1,A,골목상권,1000126,한림말길,다이나믹,74,35,91,44
2014,1,A,골목상권,1000501,월드컵로25길,다이나믹,74,44,91,44
2014,1,A,골목상권,1000531,신목로2길,다이나믹,86,42,91,44
2014,1,A,골목상권,1000616,개봉로3길,상권축소,95,38,91,44
2014,1,R,전통시장,1001476,풍납시장,상권축소,93,42,91,44
2014,1,D,발달상권,1001061,방배동카페골목,상권축소,101,42,91,44
2014,1,D,발달상권,1001022,관악구 사당역_2,상권축소,91,44,91,44
2014,1,A,골목상권,1000283,솔샘로6길,정체,100,48,91,44
2014,1,A,골목상권,1000538,오목로3길,상권확장,85,47,91,44
2014,1,A,골목상권,1000481,성미산로11길,다이나믹,78,38,91,44
2014,1,A,골목상권,1000319,덕릉로41길,다이나믹,89,37,91,44
2014,1,A,골목상권,1000903,논현로8길,다이나믹,86,39,91,44
2014,1,A,골목상권,1000499,월드컵로16길,다이나믹,75,43,91,44
2014,1,D,발달상권,1001026,구로디지털단지역,상권축소,103,41,91,44
2014,1,A,골목상권,1000107,성덕정길,상권축소,104,44,91,44
2014,1,A,골목상권,1000672,시흥대로138길,다이나믹,88,41,91,44
2014,1,A,골목상권,1000200,장한로27길,상권축소,93,39,91,44
2014,1,R,전통시장,1001304,자양골목시장,정체,96,45,91,44
2014,1,A,골목상권,1000193,왕산로43길,다이나믹,91,43,91,44
2014,1,A,골목상권,1000978,상암로14길,다이나믹,88,40,91,44
2014,1,A,골목상권,1000150,면목로17길,정체,93,45,91,44
2014,1,R,전통시장,1001415,방신전통시장,정체,92,45,91,44
2014,1,A,골목상권,1000333,삼양로77길,다이나믹,86,42,91,44
2014,1,A,골목상권,1000555,강서로17가길,다이나믹,90,41,91,44
2014,1,A,골목상권,1000101,무학봉길,정체,93,58,91,44
2014,1,A,골목상권,1000122,용답중앙길,정체,105,49,91,44
2014,1,R,전통시장,1001298,성동용답상가시장,상권축소,96,43,91,44
2014,1,R,전통시장,1001339,정릉아리랑시장,정체,99,52,91,44
2014,1,A,골목상권,1000021,창경궁로35길,정체,95,55,91,44
2014,1,A,골목상권,1000452,충정로6길,정체,100,51,91,44
2014,1,A,골목상권,1000013,율곡로10길,정체,110,47,91,44
2014,1,A,골목상권,1000348,한천로130길,다이나믹,86,36,91,44
2014,1,A,골목상권,1000740,동작대로29길,상권축소,97,42,91,44
2014,1,R,전통시장,1001352,번동북부골목시장,정체,94,45,91,44
2014,1,A,골목상권,1000359,도봉로109길,다이나믹,74,43,91,44
2014,1,A,골목상권,1000253,사가정로42길,다이나믹,86,38,91,44
2014,1,A,골목상권,1000191,왕산로32길,상권축소,123,41,91,44
2014,1,A,골목상권,1000805,대학14길,정체,117,79,91,44
2014,1,A,골목상권,1000032,다산로38길,상권확장,88,52,91,44
2014,1,A,골목상권,1000355,도당로13가길,다이나믹,75,39,91,44
2014,1,A,골목상권,1000136,긴고랑로9길,다이나믹,83,42,91,44
2014,1,A,골목상권,1001004,천호대로170길,다이나믹,83,35,91,44
2014,1,D,발달상권,1001036,문정역,다이나믹,70,36,91,44
2014,1,A,골목상권,1000510,곰달래로3길,상권축소,91,38,91,44
2014,1,D,발달상권,1001028,서울 관악구 서울대입구역_2,정체,103,49,91,44
2014,1,A,골목상권,1000130,광나루로37길,정체,143,52,91,44
2014,1,A,골목상권,1000043,청구로1길,상권축소,103,42,91,44
2014,1,A,골목상권,1000528,목동중앙북로8길,다이나믹,70,40,91,44
2014,1,A,골목상권,1000581,국회대로7길,다이나믹,88,37,91,44
2014,1,A,골목상권,1000933,일원로3길,다이나믹,89,44,91,44
2014,2,A,골목상권,1000462,도화길,정체,101,51,92,45
2014,1,A,골목상권,1000998,올림픽로98길,다이나믹,88,39,91,44
2014,1,A,골목상권,1000507,가로공원로58길,상권축소,96,39,91,44
2014,1,A,골목상권,1000478,모래내로7길,상권축소,101,43,91,44
2014,1,A,골목상권,1000853,동광로12길,상권축소,96,44,91,44
2014,1,A,골목상권,1000500,월드컵로19길,다이나믹,87,39,91,44
2014,1,A,골목상권,1000344,인수봉로72길,다이나믹,83,44,91,44
2014,1,A,골목상권,1000432,통일로78길,다이나믹,68,38,91,44
2014,1,A,골목상권,1000504,월드컵로8길,상권확장,72,47,91,44
2014,1,A,골목상권,1000268,동소문로13길,상권확장,86,47,91,44
2014,1,A,골목상권,1000310,화랑로14길,상권확장,81,50,91,44
2014,1,A,골목상권,1000087,후암로28길,정체,94,61,91,44
2014,1,A,골목상권,1000654,가산로3길,정체,93,47,91,44
2014,1,A,골목상권,1000014,율곡로16길,정체,134,53,91,44
2014,1,A,골목상권,1000690,당산로38길,상권확장,80,45,91,44
2014,1,A,골목상권,1000649,신도림로13길,정체,99,70,91,44
2014,1,A,골목상권,1000221,휘경로3길,정체,96,51,91,44
2014,1,R,전통시장,1001286,후암시장,정체,97,79,91,44
2014,1,A,골목상권,1000418,응암로13길,정체,97,45,91,44
2014,1,A,골목상권,1000439,북아현로4길,정체,111,51,91,44
2014,1,A,골목상권,1000596,양천로71길,상권확장,81,46,91,44
2014,1,A,골목상권,1000705,도신로60길,정체,103,46,91,44
2014,1,A,골목상권,1000436,독립문로8길,상권확장,86,55,91,44
2014,1,A,골목상권,1000667,문성로5길,다이나믹,81,35,91,44
2014,1,A,골목상권,1000837,행운길,다이나믹,83,42,91,44
2014,1,A,골목상권,1000663,독산로64길,정체,95,48,91,44
2014,1,A,골목상권,1000683,가마산로61길,상권축소,94,38,91,44
2014,1,A,골목상권,1000707,디지털로37길,다이나믹,70,38,91,44
2014,1,A,골목상권,1000428,증산서길,정체,111,46,91,44
2014,1,A,골목상권,1000794,난향길,정체,96,46,91,44
2014,1,A,골목상권,1000415,은평로3길,상권확장,71,46,91,44
2014,1,A,골목상권,1000567,개화동로23길,정체,116,45,91,44
2014,1,A,골목상권,1000072,장문로45길,다이나믹,90,41,91,44
2014,1,D,발달상권,1001236,서울 종로구 안국역_2,상권확장,84,50,91,44
2014,1,A,골목상권,1000308,한천로76길,다이나믹,85,37,91,44
2014,1,A,골목상권,1000063,우사단로14길,상권축소,97,41,91,44
2014,1,A,골목상권,1000750,사당로23길,정체,95,46,91,44
2014,1,A,골목상권,1000237,동일로157길,정체,91,46,91,44
2014,1,A,골목상권,1000980,상암로51길,다이나믹,79,40,91,44
2014,1,A,골목상권,1000297,정릉로26길,정체,100,59,91,44
2014,1,D,발달상권,1001180,신촌역,정체,109,49,91,44
2014,1,R,전통시장,1001368,연서시장,정체,111,52,91,44
2014,1,A,골목상권,1000304,종암로5길,정체,101,61,91,44
2014,1,R,전통시장,1001326,회기시장,정체,103,47,91,44
2014,1,A,골목상권,1000473,마포대로4길,상권축소,94,44,91,44
2014,1,A,골목상권,1000212,천호대로77길,상권축소,106,36,91,44
2014,1,R,전통시장,1001382,백련시장,정체,138,76,91,44
2014,1,A,골목상권,1000161,자양로45길,상권확장,85,46,91,44
2014,1,A,골목상권,1000051,녹사평대로26길,상권확장,88,51,91,44
2014,1,A,골목상권,1000902,논현로63길,다이나믹,83,42,91,44
2014,1,A,골목상권,1000858,방배천로4안길,상권확장,84,44,91,44
2014,1,A,골목상권,1000917,삼성로115길,다이나믹,80,41,91,44
2014,1,A,골목상권,1000763,서달로14길,정체,116,71,91,44
2014,1,A,골목상권,1000730,영등포로80길,상권축소,91,41,91,44
2014,1,A,골목상권,1000113,아차산로11길,상권확장,82,54,91,44
2014,1,D,발달상권,1001133,청담사거리_3,다이나믹,79,44,91,44
2014,1,A,골목상권,1000915,봉은사로57길,다이나믹,76,38,91,44
2014,1,A,골목상권,1000195,장한로14길,상권축소,91,39,91,44
2014,1,A,골목상권,1000263,돌곶이로22길,정체,103,54,91,44
2014,1,R,전통시장,1001377,영천시장,정체,114,51,91,44
2014,1,A,골목상권,1000027,필운대로1길,다이나믹,78,40,91,44
2014,1,R,전통시장,1001384,마포시장,정체,124,47,91,44
2014,1,D,발달상권,1001219,서울 종로구 동대문역_1,정체,110,58,91,44
2014,1,R,전통시장,1001445,영도시장,상권축소,141,42,91,44
2014,1,R,전통시장,1001392,동진시장,상권확장,78,63,91,44
2014,1,R,전통시장,1001325,청량리청과물시장,정체,106,52,91,44
2014,1,D,발달상권,1001158,당산역_2,다이나믹,85,43,91,44
2014,1,A,골목상권,1000370,방학로15길,상권확장,80,46,91,44
2014,1,A,골목상권,1000867,사평대로26길,정체,100,52,91,44
2014,1,A,골목상권,1000767,성대로29길,상권확장,82,49,91,44
2014,1,R,전통시장,1001348,동북시장,다이나믹,82,42,91,44
2014,1,R,전통시장,1001416,공항시장,상권확장,56,62,91,44
2014,1,R,전통시장,1001276,평화시장,상권축소,106,42,91,44
2014,1,D,발달상권,1001076,구로역,상권확장,66,52,91,44
2014,1,R,전통시장,1001371,대조시장,상권확장,73,53,91,44
2014,1,R,전통시장,1001302,면곡골목시장,상권축소,101,40,91,44
2014,1,D,발달상권,1001113,서울 동작구 노량진1동_1,정체,110,60,91,44
2014,1,R,전통시장,1001299,한아름시장,상권축소,113,42,91,44
2014,1,R,전통시장,1001370,역촌중앙시장,상권축소,119,31,91,44
2014,1,R,전통시장,1001322,동부시장,정체,115,73,91,44
2014,1,R,전통시장,1001305,자양종합시장,상권축소,204,21,91,44
2014,1,R,전통시장,1001344,번동시장,상권확장,86,70,91,44
2014,1,R,전통시장,1001442,신노량진시장,정체,126,69,91,44
2014,1,R,전통시장,1001356,수유중앙시장,상권축소,105,33,91,44
2014,1,D,발달상권,1001115,서울 강남구 강남구청역_2,다이나믹,84,41,91,44
2014,1,D,발달상권,1001092,강남구 논현역_1,다이나믹,83,38,91,44
2014,1,A,골목상권,1000523,목동중앙남로3가길,다이나믹,84,40,91,44
2014,1,A,골목상권,1000554,강서로15길,다이나믹,88,37,91,44
2014,1,R,전통시장,1001340,정릉시장,정체,109,52,91,44
2014,1,R,전통시장,1001448,흑석시장,정체,92,54,91,44
2014,1,A,골목상권,1000156,용마산로21길,다이나믹,86,43,91,44
2014,1,A,골목상권,1000807,미성5길,상권확장,90,53,91,44
2014,1,A,골목상권,1000495,와우산로29길,다이나믹,58,40,91,44
2014,1,D,발달상권,1001138,압구정 로데오거리_1,다이나믹,80,40,91,44
2014,1,D,발달상권,1001107,방이동 먹자골목,다이나믹,83,38,91,44
2014,1,A,골목상권,1000737,대방동27길,상권확장,86,44,91,44
2014,1,D,발달상권,1001239,디지털미디어시티,다이나믹,46,28,91,44
2014,1,D,발달상권,1001165,서울 광진구 건대입구역_2,상권확장,70,46,91,44
2014,1,A,골목상권,1000854,동광로1길,정체,99,47,91,44
2014,1,A,골목상권,1000760,상도로61길,상권확장,83,49,91,44
2014,1,D,발달상권,1001181,서울 광진구 군자역,상권축소,93,43,91,44
2014,1,D,발달상권,1001056,서울 송파구 가락시장역,다이나믹,86,38,91,44
2014,1,D,발달상권,1001083,서울 송파구 석촌역_2,상권축소,97,41,91,44
2014,1,D,발달상권,1001245,서울 성북구 성신여대입구역,다이나믹,91,43,91,44
2014,1,D,발달상권,1001232,서울 종로구 종로3가역_2,정체,108,51,91,44
2014,1,D,발달상권,1001136,오목교역,다이나믹,80,43,91,44
2014,1,D,발달상권,1001164,서울 마포구 마포역_1,정체,97,47,91,44
2014,1,A,골목상권,1000560,강서로45다길,다이나믹,71,43,91,44
2014,1,A,골목상권,1000929,압구정로2길,다이나믹,70,33,91,44
2014,1,A,골목상권,1000591,양천로14길,다이나믹,74,41,91,44
2014,1,D,발달상권,1001237,서울 종로구 경복궁역_2,정체,99,49,91,44
2014,1,A,골목상권,1000924,선릉로121길,다이나믹,76,40,91,44
2014,1,A,골목상권,1000641,도림로6길,상권축소,104,42,91,44
2014,1,A,골목상권,1000186,사가정로2길,상권확장,89,47,91,44
2014,1,D,발달상권,1001222,동묘앞역,상권축소,101,40,91,44
2014,1,A,골목상권,1000576,공항대로55길,상권확장,86,45,91,44
2014,1,D,발달상권,1001226,서울 종로구 종로5가역_2,정체,92,51,91,44
2014,1,A,골목상권,1000233,동일로139가길,상권축소,94,39,91,44
2014,1,A,골목상권,1000183,무학로45길,상권축소,119,40,91,44
2014,1,A,골목상권,1000142,동일로18길,다이나믹,75,40,91,44
2014,1,A,골목상권,1000954,삼전로13길,다이나믹,87,39,91,44
2014,1,A,골목상권,1000566,강서로8길,다이나믹,81,42,91,44
2014,1,R,전통시장,1001314,경동시장,정체,152,82,91,44
2014,1,A,골목상권,1000511,곰달래로5길,다이나믹,90,41,91,44
2014,1,D,발달상권,1001135,신사동 가로수길,다이나믹,78,42,91,44
2014,1,A,골목상권,1000947,백제고분로33길,다이나믹,84,39,91,44
2014,1,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,정체,123,52,91,44
2014,1,R,전통시장,1001273,남대문시장,정체,123,52,91,44
2014,1,D,발달상권,1001023,가산디지털단지역_2,다이나믹,60,42,91,44
2014,1,A,골목상권,1000164,자양번영로3길,정체,113,48,91,44
2014,1,A,골목상권,1000577,공항대로59길,상권확장,79,45,91,44
2014,1,A,골목상권,1000552,가로공원로76가길,상권축소,99,39,91,44
2014,1,A,골목상권,1000349,한천로132길,상권축소,94,39,91,44
2014,1,A,골목상권,1000743,동작대로7길,상권확장,87,45,91,44
2014,1,R,전통시장,1001490,길동복조리시장,상권축소,96,39,91,44
2014,1,R,전통시장,1001292,이태원제일시장,정체,103,60,91,44
2014,1,A,골목상권,1000079,한강대로43길,상권확장,78,46,91,44
2014,1,A,골목상권,1000337,솔매로50길,정체,94,44,91,44
2014,1,D,발달상권,1001037,양재역,다이나믹,88,44,91,44
2014,1,A,골목상권,1000358,도당로29길,다이나믹,85,40,91,44
2014,1,A,골목상권,1000923,삼성로75길,다이나믹,67,36,91,44
2014,1,D,발달상권,1001179,강서구청,다이나믹,77,40,91,44
2014,2,A,골목상권,1000097,매봉길,정체,97,58,92,45
2014,1,A,골목상권,1000160,자양로26길,다이나믹,70,37,91,44
2014,1,A,골목상권,1000590,방화대로6라길,다이나믹,80,41,91,44
2014,1,R,전통시장,1001307,능동로골목시장,상권확장,90,50,91,44
2014,1,R,전통시장,1001321,답십리현대시장,상권축소,113,42,91,44
2014,1,D,발달상권,1001189,서울 중구 명동역,정체,99,45,91,44
2014,1,A,골목상권,1000800,남부순환로248길,상권확장,88,46,91,44
2014,1,A,골목상권,1000006,북촌로11길,정체,93,49,91,44
2014,1,A,골목상권,1000952,백제고분로46길,상권확장,90,44,91,44
2014,1,A,골목상권,1000675,시흥대로153길,다이나믹,83,39,91,44
2014,1,A,골목상권,1000815,신림동길,다이나믹,90,41,91,44
2014,1,A,골목상권,1000447,증가로10길,다이나믹,81,42,91,44
2014,1,A,골목상권,1000093,마장로27길,상권축소,122,43,91,44
2014,1,A,골목상권,1000437,명지대길,다이나믹,77,38,91,44
2014,1,A,골목상권,1000078,한강대로15길,정체,124,53,91,44
2014,1,A,골목상권,1000909,도산대로50길,다이나믹,73,43,91,44
2014,1,A,골목상권,1000603,화곡로13길,다이나믹,75,41,91,44
2014,1,A,골목상권,1001006,천호대로197길,다이나믹,84,43,91,44
2014,1,D,발달상권,1001099,포스코사거리_2,상권확장,87,47,91,44
2014,1,D,발달상권,1001063,교대역_4,상권확장,85,49,91,44
2014,1,A,골목상권,1000876,언남길,다이나믹,88,41,91,44
2014,1,D,발달상권,1001043,동작구 총신대입구역_2,정체,97,49,91,44
2014,1,A,골목상권,1000851,논현로1길,다이나믹,87,42,91,44
2014,1,A,골목상권,1000273,보국문로16길,정체,100,48,91,44
